Frame,Deformation (mm)
714,19.977646046910998
715,19.977646046910998
716,19.977646046910998
717,19.40269166993883
718,19.40269166993883
719,19.40269166993883
720,18.828127587177534
721,19.40269166993883
722,18.828127587177534
723,18.828127587177534
724,18.92658595461233
725,19.40269166993883
726,19.32415383032373
727,18.828127587177534
728,18.92658595461233
729,18.92658595461233
730,18.92658595461233
731,18.92658595461233
732,18.92658595461233
733,18.92658595461233
734,18.92658595461233
735,18.92658595461233
736,18.25399038870938
737,40.24603466995302
738,40.26282175618202
739,27.76399781316971
740,22.790627261932357
741,20.346392025697916
742,22.462043887992657
743,22.574599416214475
744,21.05650573141135
745,21.000256795850106
746,24.99699591728601
747,21.634369574319113
748,21.43822455754829
749,20.749330881970298
750,22.671693971491965
751,23.66358900955156
752,23.151063965673032
753,21.882869454865432
754,21.000256795850106
755,21.000256795850106
756,21.12860149896631
757,21.000256795850106
758,20.420998094654625
759,21.31967047341505
760,21.31967047341505
763,21.54044394192422
765,21.05650573141135
767,21.000256795850106
768,20.93578950605311
769,20.346392025697916
770,20.379582556687275
771,19.841856925238552
772,19.90137900997734
773,20.47883481802828
774,19.32415383032373
775,20.420998094654625
776,19.841856925238552
777,19.90137900997734
778,19.90137900997734
779,19.841856925238552
780,19.32415383032373
781,19.218940711943947
782,19.218940711943947
783,19.218940711943947
784,19.218940711943947
785,19.218940711943947
786,19.218940711943947
787,19.218940711943947
788,19.218940711943947
789,19.218940711943947
790,19.218940711943947
791,19.218940711943947
792,19.799232805765946
793,19.262848810667094
794,19.841856925238552
795,19.841856925238552
796,19.32415383032373
797,19.32415383032373
798,19.32415383032373
799,18.683984838843973
800,19.218940711943947
801,19.218940711943947
802,19.218940711943947
803,19.32415383032373
804,19.841856925238552
805,20.420998094654625
806,20.420998094654625
807,20.420998094654625
808,20.420998094654625
809,19.90137900997734
810,19.90137900997734
811,19.90137900997734
812,19.90137900997734
813,19.90137900997734
814,19.90137900997734
815,19.90137900997734
816,19.90137900997734
817,19.90137900997734
818,21.05650573141135
819,21.05650573141135
820,21.05650573141135
821,21.05650573141135
822,21.05650573141135
823,21.05650573141135
824,21.05650573141135
825,21.05650573141135
826,21.05650573141135
827,21.05650573141135
828,21.05650573141135
829,21.05650573141135
830,21.634369574319113
831,21.634369574319113
832,22.280774402849858
833,22.280774402849858
834,22.280774402849858
835,22.280774402849858
836,39.47024509293733
837,48.37592073952474
838,37.72798060592585
839,29.601970867493932
840,25.637705998467208
841,26.262791005729046
842,27.36555399306459
843,27.933884456355646
844,26.96748716168588
845,30.832180437744523
846,28.50273826870219
847,29.624794208506994
848,29.234373595532194
849,31.803338878270782
850,29.624794208506994
851,28.626960489216053
852,30.21215151457808
853,28.961447063095196
854,30.457238538360006
861,30.457238538360006
865,32.72506300886086
866,30.74437089304046
867,30.595620011921714
868,30.595620011921714
869,30.595620011921714
870,31.461472195676958
871,30.903342603806433
872,30.903342603806433
873,30.903342603806433
874,30.903342603806433
875,31.461472195676958
876,31.461472195676958
877,30.903342603806433
878,30.903342603806433
879,30.903342603806433
880,30.903342603806433
881,31.3053345531013
882,30.457238538360006
883,30.457238538360006
884,30.457238538360006
885,30.457238538360006
886,30.457238538360006
887,30.346082303587394
888,30.74437089304046
889,29.965059797803942
890,30.032649441287923
891,30.032649441287923
892,29.891664527933237
893,29.891664527933237
894,29.891664527933237
895,29.891664527933237
896,29.47039293165357
897,29.47039293165357
898,28.762397015550267
899,29.193885006315668
900,28.626960489216053
901,29.47039293165357
902,28.626960489216053
903,28.626960489216053
904,28.626960489216053
905,28.060623631013488
906,28.060623631013488
907,29.072086601554552
908,28.060623631013488
909,28.50273826870219
910,28.50273826870219
911,28.50273826870219
912,27.71526869390999
913,27.71526869390999
914,27.71526869390999
915,27.71526869390999
916,27.623667086134382
917,27.623667086134382
918,27.623667086134382
919,28.389878931918496
920,27.623667086134382
921,28.389878931918496
922,28.389878931918496
923,27.623667086134382
924,27.623667086134382
925,27.54403376163195
926,27.623667086134382
927,27.623667086134382
928,27.623667086134382
929,27.623667086134382
930,27.71526869390999
931,27.71526869390999
932,27.71526869390999
933,27.71526869390999
934,27.71526869390999
935,27.048819153037908
936,27.623667086134382
937,27.623667086134382
938,27.048819153037908
939,27.048819153037908
940,26.96748716168588
941,52.903812583085355
942,46.33496143183571
943,35.95299571504265
944,31.584756379536284
945,30.279191198037648
946,31.47758070219842
947,31.353875177997814
948,31.47758070219842
949,34.376936687182734
950,32.559416380056675
951,30.279191198037648
952,30.279191198037648
954,31.396958336684342
955,30.234513598796475
956,30.234513598796475
957,30.251276291637296
959,30.279191198037648
960,30.279191198037648
961,30.279191198037648
970,29.274804527649387
971,29.21124422837652
972,29.21124422837652
973,29.789740081796204
974,29.852067406175635
975,29.852067406175635
976,29.274804527649387
977,29.274804527649387
978,29.274804527649387
979,29.852067406175635
980,29.852067406175635
981,29.274804527649387
982,28.69770353251742
983,29.274804527649387
984,29.274804527649387
985,29.274804527649387
986,29.274804527649387
987,29.274804527649387
988,28.77414354074908
989,28.579701625989337
990,28.054600681713886
991,28.054600681713886
992,28.054600681713886
993,28.054600681713886
994,28.054600681713886
995,28.054600681713886
996,28.054600681713886
997,28.054600681713886
998,28.054600681713886
999,28.632861471574753
1000,28.054600681713886
1001,28.632861471574753
1002,29.21124422837652
1003,29.21124422837652
1004,29.21124422837652
1005,29.21124422837652
1006,27.90967734495858
1007,27.90967734495858
1008,27.90967734495858
1009,28.50866586202981
1010,28.50866586202981
1011,28.50866586202981
1012,28.50866586202981
1013,29.072086601554552
1014,29.118547135713577
1015,27.90967734495858
1016,29.072086601554552
1017,29.072086601554552
1018,29.066274322425595
1019,29.072086601554552
1020,29.698848099858548
1021,29.08951900377994
1022,29.118547135713577
1023,29.698848099858548
1024,29.698848099858548
1025,29.08951900377994
1026,29.08951900377994
1027,28.484948835977082
1028,29.08951900377994
1029,29.066274322425595
1030,29.072086601554552
1031,29.066274322425595
1032,29.066274322425595
1033,29.066274322425595
1034,29.066274322425595
1035,29.072086601554552
1036,28.484948835977082
1037,29.066274322425595
1038,29.066274322425595
1039,29.066274322425595
1040,29.653298991385142
1041,29.653298991385142
1042,29.653298991385142
1043,30.234513598796475
1044,29.653298991385142
1045,46.63665442167859
1046,54.45874915436254
1047,44.215144952904495
1048,36.94962528798982
1049,34.612062338264444
1050,34.898901972286744
1051,35.63198094418083
1052,35.63198094418083
1053,34.923102430941576
1054,40.11567196836015
1055,35.53701304883645
1056,35.693574249334134
1057,37.57090049153416
1058,37.494367344911275
1059,37.494367344911275
1060,35.693574249334134
1061,37.494367344911275
1062,36.21055884808803
1063,37.494367344911275
1064,38.07127097535706
1065,37.494367344911275
1066,38.230715030821415
1067,38.230715030821415
1068,38.07127097535706
1069,37.57090049153416
1070,38.230715030821415
1071,38.230715030821415
1072,37.75036486595168
1073,38.42469125362501
1074,37.75036486595168
1075,37.75036486595168
1076,38.32341877622659
1077,37.75036486595168
1078,37.75036486595168
1079,37.75036486595168
1080,37.75036486595168
1081,37.75036486595168
1082,37.65625517435507
1083,38.230715030821415
1084,37.75036486595168
1085,38.32341877622659
1086,37.75036486595168
1087,37.75036486595168
1088,37.65625517435507
1089,38.230715030821415
1090,38.230715030821415
1091,38.230715030821415
1092,38.230715030821415
1093,37.57090049153416
1094,38.07127097535706
1095,38.07127097535706
1096,38.146646544831796
1097,38.07127097535706
1098,38.07127097535706
1099,38.07127097535706
1100,38.07127097535706
1101,37.494367344911275
1102,37.494367344911275
1103,37.494367344911275
1104,37.42670895642424
1105,37.42670895642424
1106,37.42670895642424
1107,37.42670895642424
1108,37.42670895642424
1109,37.42670895642424
1110,37.42670895642424
1111,37.42670895642424
1112,37.42670895642424
1113,36.84888281238912
1114,36.84888281238912
1115,36.84888281238912
1116,36.84888281238912
1117,36.84888281238912
1118,37.367969677687945
1119,37.31819829547874
1120,37.31819829547874
1121,36.84888281238912
1122,37.31819829547874
1123,37.89778519862427
1124,37.89778519862427
1125,37.31819829547874
1126,37.89778519862427
1127,37.367969677687945
1128,37.27742585592703
1129,37.27742585592703
1130,37.27742585592703
1131,37.27742585592703
1132,37.27742585592703
1133,37.27742585592703
1134,37.27742585592703
1135,37.27742585592703
1136,37.27742585592703
1137,37.27742585592703
1138,37.27742585592703
1139,37.245683405163234
1140,37.245683405163234
1141,37.245683405163234
1142,37.245683405163234
1143,37.245683405163234
1144,37.245683405163234
1145,37.245683405163234
1146,36.66500545229185
1147,36.641955918042946
1148,36.641955918042946
1149,36.66500545229185
1150,36.69725129388444
1151,36.69725129388444
1152,36.69725129388444
1153,36.69725129388444
1154,36.11711221313375
1155,36.11711221313375
1156,36.08434745764716
1157,36.66500545229185
1158,64.75976208611073
1159,58.85184757000459
1160,48.40036734964211
1161,43.11616959347901
1162,42.69082873653485
1163,43.033795339177495
1164,43.49076333268678
1165,42.536187960961115
1166,44.24188897667223
1167,44.822420569214536
1168,42.45268274048037
1169,43.60328781477819
1170,43.66137512477587
1171,44.36774111903264
1172,42.57986099612544
1173,43.59941148363839
1174,43.60328781477819
1175,43.01808599718988
1176,41.85947102124619
1177,43.66137512477587
1178,43.78889932301695
1179,43.21012405442357
1180,43.69619114245029
1181,42.47257887491189
1182,43.022015550267525
1183,43.05342092875829
1184,42.47257887491189
1185,42.50041838356696
1186,43.66137512477587
1187,44.24188897667223
1188,43.66137512477587
1189,42.50041838356696
1190,42.50041838356696
1191,42.50041838356696
1192,42.50041838356696
1193,42.50041838356696
1194,43.05342092875829
1195,43.05342092875829
1196,42.47257887491189
1197,42.47257887491189
1198,42.47257887491189
1199,42.47257887491189
1200,43.66137512477587
1201,43.08088788384844
1202,43.08088788384844
1203,43.08088788384844
1204,43.08088788384844
1205,43.66137512477587
1206,43.033795339177495
1207,44.215144952904495
1208,43.033795339177495
1209,43.033795339177495
1210,43.033795339177495
1211,43.033795339177495
1212,43.61491237303611
1213,44.215144952904495
1214,44.215144952904495
1215,44.215144952904495
1216,43.63427628808917
1217,43.63427628808917
1218,43.63427628808917
1219,43.63427628808917
1220,43.63427628808917
1221,43.033795339177495
1222,43.033795339177495
1223,43.033795339177495
1224,43.63427628808917
1225,43.63427628808917
1226,43.033795339177495
1227,43.61491237303611
1228,44.18456007928886
1229,43.61491237303611
1230,44.18456007928886
1231,44.19603384205621
1232,44.19603384205621
1233,44.19603384205621
1234,44.19603384205621
1235,44.19603384205621
1236,44.19603384205621
1237,44.19603384205621
1238,44.19603384205621
1239,44.215144952904495
1240,44.19603384205621
1241,44.19603384205621
1242,44.19603384205621
1243,43.63427628808917
1244,44.19603384205621
1245,44.19603384205621
1246,44.19603384205621
1247,44.19603384205621
1248,43.63427628808917
1249,43.63427628808917
1250,43.63427628808917
1251,43.63427628808917
1252,43.63427628808917
1253,43.63427628808917
1254,43.63427628808917
1255,43.033795339177495
1256,43.63427628808917
1257,44.215144952904495
1258,44.215144952904495
1259,44.215144952904495
1260,44.215144952904495
1261,44.215144952904495
1262,44.215144952904495
1263,44.215144952904495
1264,44.822420569214536
1265,44.215144952904495
1266,44.215144952904495
1267,44.215144952904495
1268,44.215144952904495
1269,44.215144952904495
1270,44.215144952904495
1271,44.215144952904495
1272,44.215144952904495
1273,44.215144952904495
1274,43.63427628808917
1275,44.215144952904495
1276,44.215144952904495
1277,44.822420569214536
1278,44.215144952904495
1279,44.215144952904495
1280,44.822420569214536
1281,44.215144952904495
1282,44.215144952904495
1283,44.215144952904495
1284,44.215144952904495
1285,44.215144952904495
1286,44.215144952904495
1287,44.215144952904495
1288,44.215144952904495
1289,44.215144952904495
1290,44.215144952904495
1291,44.215144952904495
1292,43.63427628808917
1293,43.63427628808917
1294,43.63427628808917
1295,43.63427628808917
1296,43.63427628808917
1297,44.215144952904495
1298,43.63427628808917
1299,44.215144952904495
1300,44.7771597462378
1301,43.63427628808917
1302,44.215144952904495
1303,44.215144952904495
1304,44.215144952904495
1305,44.215144952904495
1306,44.215144952904495
1307,44.215144952904495
1308,44.215144952904495
1309,44.215144952904495
1310,44.215144952904495
1311,44.215144952904495
1312,44.215144952904495
1313,44.215144952904495
1314,44.215144952904495
1315,44.215144952904495
1316,44.215144952904495
1317,44.215144952904495
1318,44.215144952904495
1319,44.215144952904495
1320,44.215144952904495
1321,44.215144952904495
1322,44.215144952904495
1323,44.215144952904495
1324,44.215144952904495
1325,44.215144952904495
1326,44.215144952904495
1327,44.215144952904495
1328,44.215144952904495
1329,44.215144952904495
1330,44.215144952904495
1331,44.215144952904495
1332,44.215144952904495
1333,44.215144952904495
1334,44.215144952904495
1335,44.215144952904495
1336,44.215144952904495
1337,44.215144952904495
1338,44.215144952904495
1339,44.215144952904495
1340,44.215144952904495
1341,44.215144952904495
1342,44.215144952904495
1343,44.215144952904495
1344,44.215144952904495
1345,44.215144952904495
1346,44.7771597462378
1347,44.215144952904495
1348,44.215144952904495
1349,44.215144952904495
1350,44.215144952904495
1351,44.215144952904495
1352,44.215144952904495
1353,44.215144952904495
1354,44.215144952904495
1355,44.215144952904495
1356,44.215144952904495
1357,44.215144952904495
1358,44.215144952904495
1359,44.215144952904495
1360,44.215144952904495
1361,44.215144952904495
1362,44.215144952904495
1363,44.215144952904495
1364,44.215144952904495
1365,44.215144952904495
1366,44.215144952904495
1367,44.215144952904495
1368,44.822420569214536
1369,44.215144952904495
1370,45.402969902402795
1371,45.402969902402795
1372,44.822420569214536
1373,44.822420569214536
1374,44.822420569214536
1375,44.822420569214536
1376,44.822420569214536
1377,44.822420569214536
1378,44.215144952904495
1379,44.822420569214536
1380,44.822420569214536
1381,44.822420569214536
1382,44.822420569214536
1383,44.822420569214536
1384,44.822420569214536
1385,44.822420569214536
1386,44.822420569214536
1387,45.37691332866557
1388,44.7960224880428
1389,45.402969902402795
1390,44.7960224880428
1391,45.358290085580876
1392,44.7960224880428
1393,45.37691332866557
1394,45.95781303961131
1395,45.95781303961131
1396,45.95781303961131
1397,45.939429295246924
1398,45.939429295246924
1399,46.53872605604152
1400,46.53872605604152
1401,45.95781303961131
1402,45.95781303961131
1403,45.95781303961131
1404,44.7960224880428
1405,44.822420569214536
1406,45.939429295246924
1407,45.358290085580876
1408,45.92471342943244
1409,45.92839461346681
1410,45.92839461346681
1411,46.50967131313896
1412,47.0909524479726
1413,46.50603891588095
1414,45.92471342943244
1415,45.92839461346681
1416,44.7960224880428
1417,45.37691332866557
1418,45.92471342943244
1419,44.822420569214536
